R_hand : x,R_hand : y,R_hand : z,R_thumb : x,R_thumb : y,R_thumb : z,R_index : x,R_index : y,R_index : zx,R_middle : x,R_middle : y,R_middle : z,R_ring : x,R_ring : y,R_ring : z,R_pinky : x,R_pinky : y,R_pinky : z,R_hand_vec : x,R_hand_vec : y,R_hand_vec : z,R_fin_to_fin :x,R_fin_to_fin :y,R_fin_to_fin :z,R_dis_thumb,R_dis_index,R_dis_middle,R_dis_ring,R_dis_pinky,L_hand : x,L_hand : y,L_hand : z,L_thumb : x,L_thumb : y,L_thumb : z,L_index : x,L_index : y,L_index : zx,L_middle : x,L_middle : y,L_middle : z,L_ring : x,L_ring : y,L_ring : z,L_pinky : x,L_pinky : y,L_pinky : z,L_hand_vec : x,L_hand_vec : y,L_hand_vec : z,L_fin_to_fin :x,L_fin_to_fin :y,L_fin_to_fin :z,L_dis_thumb,L_dis_index,L_dis_middle,L_dis_ring,L_dis_pinky
70.3761,245.4853,41.6467,54.48586,216.8496,-8.520943,-21.88857,-30.59059,-55.38517,-13.29788,-40.50258,-52.85721,1.756119,-43.64723,-43.53967,17.12185,-38.25296,-33.07343,-0.1555705,-0.8691593,-0.4694252,8.590694,-9.911987,2.527963,223.7523,66.95081,67.90565,61.6755,53.38819,-101.0033,229.5471,-55.4487,-64.13705,206.8817,-79.89525,33.88509,-22.18752,1.904106,29.3527,-31.11397,0.4475212,16.23925,-35.57657,-3.84885,4.337822,-33.7709,-12.04118,0.681765,-0.6610751,-0.3133309,-4.532394,-8.926453,-1.456585,230.8611,40.54764,42.77687,39.29655,36.11483
70.25276,245.581,41.3826,54.97474,216.3338,-8.515115,-21.86814,-30.82135,-54.98548,-13.43706,-40.66708,-52.15261,1.295586,-43.96092,-42.51382,16.87042,-38.29909,-32.75996,-0.1516131,-0.8673013,-0.4741327,8.43108,-9.845734,2.832865,223.3719,66.72012,67.48527,61.16916,53.1474,-101.0442,229.6798,-55.07145,-64.45211,206.7888,-79.50185,34.16513,-21.80447,2.346737,30.05866,-30.74881,0.7258415,16.67533,-35.43037,-3.389713,4.845131,-33.83691,-11.68866,0.6918318,-0.6557674,-0.3022217,-4.106468,-8.944336,-1.620895,230.7298,40.59801,43.00627,39.30481,36.12529
70.05484,245.6548,41.09959,55.23441,216.199,-8.793547,-21.9134,-31.32379,-53.9313,-13.81393,-41.07178,-50.58424,0.8626556,-44.20775,-41.34134,16.37675,-38.46506,-32.03327,-0.1477747,-0.8652356,-0.479093,8.099476,-9.747986,3.347054,223.3163,66.10569,66.60692,60.53243,52.66772,-101.0574,229.7909,-54.87201,-64.65828,206.6343,-79.21043,34.35439,-21.58987,2.620663,30.54652,-30.51756,0.8832626,16.90736,-35.36836,-3.011562,5.121918,-33.9178,-11.36843,0.6972488,-0.6535996,-0.2943667,-3.807869,-8.927689,-1.7374,230.5487,40.65974,43.18787,39.31729,36.13713
69.93597,245.7012,41.0107,55.44248,216.0254,-8.800444,-21.88409,-31.38057,-53.69183,-13.82219,-41.0685,-50.37534,0.5369644,-44.34122,-40.52898,16.00309,-38.56728,-31.50491,-0.1460226,-0.8639427,-0.4819548,8.061893,-9.687927,3.316488,223.2001,65.92773,66.4481,60.07521,52.30767,-101.0589,229.8474,-54.78002,-64.76291,206.6017,-79.15061,34.43953,-21.49289,2.680405,30.74833,-30.41385,0.8963699,17.00914,-35.33499,-2.902897,5.236122,-33.93985,-11.26515,0.6993685,-0.6522136,-0.2924057,-3.6912,-8.920959,-1.784035,230.5283,40.68427,43.25813,39.32301,36.14186
69.6872,246.1034,40.86196,55.83926,215.9473,-9.315458,-21.73661,-31.32962,-52.4703,-14.25344,-40.98354,-48.55619,0.091362,-44.1042,-39.59823,15.51945,-38.40221,-31.03941,-0.141695,-0.8543112,-0.500075,7.483177,-9.653915,3.914106,223.2443,64.86261,65.11923,59.27233,51.75933,-101.0742,230.031,-54.5488,-64.81533,206.6906,-78.85579,34.6828,-21.26247,2.845123,31.21555,-30.15797,0.9957275,17.19368,-35.29727,-2.479038,5.514206,-34.03072,-10.92352,0.7047207,-0.649061,-0.286511,-3.467255,-8.895508,-1.849396,230.5217,40.78093,43.41549,39.34038,36.16378
69.56051,246.1741,40.69193,55.879,215.7913,-9.460753,-21.79348,-31.5416,-51.64535,-14.2291,-40.86147,-48.49495,-0.02536011,-44.04541,-39.32051,15.40223,-38.34242,-30.91845,-0.1400967,-0.8520146,-0.5044245,7.564384,-9.31987,3.150397,223.1095,64.32006,64.99143,59.04322,51.60737,-101.1134,230.1292,-54.49199,-64.81883,206.7618,-78.71604,34.77295,-21.20735,2.909859,31.33281,-30.09213,1.070381,17.2243,-35.30002,-2.29578,5.585426,-34.07402,-10.77377,0.7062386,-0.6485487,-0.283922,-3.44014,-8.884781,-1.839478,230.5388,40.83353,43.45604,39.34512,36.17057
69.34438,246.3062,40.39345,55.87954,215.6667,-9.806585,-21.82044,-31.76964,-50.57404,-14.15377,-40.67097,-48.44111,-0.1470718,-43.94757,-38.97911,15.03359,-38.31564,-30.42044,-0.1370505,-0.8485197,-0.511108,7.666672,-8.901337,2.132933,223.0041,63.58597,64.81511,58.74336,51.18106,-101.1379,230.5143,-54.27983,-64.84608,207.1203,-78.48355,34.92656,-21.13528,2.898914,31.52583,-29.97527,1.051979,17.25056,-35.31046,-2.091518,5.689423,-34.11188,-10.64271,0.7081868,-0.6470321,-0.282526,-3.400726,-8.839981,-1.846935,230.7888,40.92638,43.51438,39.3546,36.18365
68.8458,246.4418,38.83677,55.61055,214.6809,-10.87127,-21.59607,-32.90704,-48.92402,-13.94727,-41.47502,-47.15519,0.310936,-44.25838,-38.44095,15.14659,-38.3905,-29.64759,-0.1239646,-0.8529672,-0.5070303,7.648808,-8.567978,1.76883,222.0329,62.79191,64.32974,58.62258,50.81564,-101.1185,230.9567,-54.27505,-64.51063,207.6487,-78.24163,35.51913,-20.61113,2.942814,32.19264,-29.45732,1.199936,17.70734,-35.11775,-1.611633,6.194672,-34.16685,-10.21687,0.7178392,-0.6394613,-0.275311,-3.326492,-8.846191,-1.742878,231.0873,41.17144,43.65249,39.36246,36.19575
68.2738,246.7491,36.73623,53.7883,214.5795,-13.10968,-21.38633,-33.63562,-47.66413,-13.83108,-41.95395,-45.84527,0.91642,-44.08646,-38.53691,15.56446,-37.98346,-29.69809,-0.1091222,-0.8528214,-0.5106741,7.555252,-8.318329,1.818861,221.6064,62.13372,63.66491,58.56235,50.66529,-100.398,231.4617,-55.38146,-62.75279,208.5837,-78.85587,36.37601,-19.61815,3.00647,33.23039,-28.49068,1.317364,19.49217,-34.51015,-1.977013,7.157677,-34.16826,-9.79026,0.7350979,-0.6230768,-0.2672198,-3.145615,-8.872528,-1.689106,231.6534,41.4382,43.7917,39.6838,36.25674
68.11703,246.7014,34.97976,51.37383,214.4374,-15.1817,-21.09513,-34.19656,-47.1178,-13.45852,-42.29973,-45.44446,1.389992,-44.1691,-38.40381,15.98371,-37.84099,-29.63186,-0.09898111,-0.8553095,-0.5085747,7.636604,-8.103165,1.673336,221.0275,61.92331,63.52636,58.54651,50.65043,-99.54919,231.4873,-55.91031,-60.7911,208.9494,-78.80714,36.41214,-19.56039,3.280533,33.33405,-28.35971,1.568802,20.62852,-34.24525,-2.705284,7.745872,-34.13672,-10.08239,0.7391069,-0.6207088,-0.2616135,-3.078083,-8.799316,-1.711731,231.4433,41.46341,43.79376,40.06984,36.42758
69.98251,244.7393,24.49807,50.02417,211.9692,-26.31099,-18.97982,-36.45294,-44.86317,-11.01294,-43.60744,-44.85262,3.820679,-44.83871,-37.58927,17.50684,-38.19568,-27.77595,-0.06246521,-0.868697,-0.4913895,7.966885,-7.154495,0.01056099,219.3755,60.84205,63.5189,58.63498,50.36767,-94.27428,232.1298,-62.16653,-52.79617,207.7344,-81.7878,35.05881,-21.92616,3.82048,31.70897,-30.39505,2.449104,18.91896,-35.73337,-1.357742,5.92897,-35.29875,-8.59063,0.6846111,-0.6910821,-0.2317611,-3.349842,-8.468887,-1.371376,229.4128,41.52678,43.99223,40.45546,36.80969
75.0438,246.7569,5.815703,72.52172,244.9912,-58.85545,-0.4172363,-10.05104,-59.3494,12.94222,-9.180328,-64.1742,24.18645,-17.0795,-52.59947,30.06098,-20.40762,-35.14226,0.1898059,-0.5177242,-0.8342274,13.35946,0.8707123,-4.824802,262.1908,60.19592,66.10679,60.36057,50.54812,-78.9339,234.1421,-78.99475,-39.97622,221.9415,-113.2752,37.14298,-15.21895,-10.76277,36.1684,-22.19011,-15.72631,24.48551,-29.78006,-17.15696,8.446289,-32.52855,-15.89751,0.6599442,-0.5295702,-0.5329438,-0.9745865,-6.971161,-4.963539,252.3637,41.55785,45.25341,42.19897,37.17764
73.21132,241.5099,16.37272,51.89325,229.5236,-46.43264,9.897316,28.32504,-71.84484,24.13759,22.15027,-74.6986,47.03507,32.27875,-53.66582,63.07951,-0.5031281,-29.72392,0.03742535,-0.6545162,-0.7551211,14.24027,-6.174774,-2.85376,239.8541,77.8585,81.56677,78.32136,69.7337,-84.18053,225.7443,-71.69542,-26.06203,219.1533,-78.82143,36.19824,37.23862,-41.96849,17.65298,44.40079,-61.88484,13.28187,14.21138,-63.64182,-6.112152,-6.612793,-54.05067,0.6169155,-0.6534492,-0.4386563,-18.54525,7.16217,-19.91635,234.3506,66.77111,78.18434,66.54812,54.79565
70.68977,237.5498,26.41415,35.48458,219.8197,-32.92614,7.648567,39.30351,-83.06288,25.7118,35.65898,-84.54616,49.42974,48.16917,-63.55515,77.88347,9.8638,-35.95523,0.003445862,-0.725479,-0.6882356,18.06323,-3.644531,-1.48328,225.0866,92.21014,95.29277,93.82337,86.3476,-90.35452,222.064,-65.62209,-24.86652,211.0791,-60.47157,47.3492,50.19429,-52.89407,26.43442,58.39919,-76.40541,16.98474,31.60173,-81.16048,-5.527565,3.255829,-73.65796,0.5462668,-0.7480343,-0.3768783,-20.91478,8.204895,-23.51134,220.974,86.94364,99.7348,88.73654,73.93679
71.41853,235.2316,30.36666,30.64015,217.1788,-28.29525,5.859871,42.27972,-83.78211,32.76588,55.00949,-77.24227,50.74234,51.21646,-62.77583,78.64942,14.96376,-36.7258,0.01732299,-0.7338181,-0.6791251,26.90601,12.72977,6.539841,221.1472,94.02848,100.3295,95.59663,88.08195,-92.3801,221.7399,-63.49384,-24.12811,210.373,-56.71931,47.09086,54.19418,-54.07992,29.63758,54.44308,-78.00307,12.81973,40.74384,-82.05914,-11.37826,9.850327,-78.28973,0.5247636,-0.758063,-0.3872514,-17.45329,0.2489014,-23.92314,219.2169,89.88435,99.6339,92.51005,79.72312
71.82454,234.2992,31.57516,29.20344,215.9605,-26.9421,5.169762,44.34801,-83.34855,34.6722,59.84779,-74.2052,55.15665,51.31953,-60.68959,78.2401,17.3723,-36.70037,0.02793787,-0.7379023,-0.6743291,29.50243,15.49979,9.143353,219.5852,94.55397,101.4413,96.74284,88.14889,-93.04343,221.465,-62.89242,-23.8327,210.6912,-55.91977,46.5017,56.46609,-54.55861,26.68549,57.05109,-77.80608,12.32161,41.4519,-81.87254,-13.43035,11.9156,-78.81315,0.5240529,-0.753125,-0.3977076,-19.81621,0.5849915,-23.24747,219.2848,91.25497,100.1036,92.59155,80.83234
72.396,233.5022,32.7594,27.63853,213.5619,-25.40892,4.101723,49.4715,-81.35691,36.29671,63.08984,-71.96764,58.57847,51.98782,-58.59791,78.40879,21.84265,-35.45987,0.04786289,-0.7516119,-0.6578668,32.19499,13.61835,9.389271,216.8368,95.30582,102.3578,97.81557,88.78312,-93.93627,221.2402,-62.13215,-22.47621,211.7838,-54.0339,44.84895,59.88004,-55.05347,23.13396,60.40756,-76.75369,9.855209,44.02982,-81.44885,-16.10395,14.19777,-78.92747,0.5215415,-0.7473182,-0.411716,-21.71499,0.5275269,-21.70023,219.7208,92.88666,100.3762,93.11104,81.79523
72.97224,233.3557,33.38651,26.8077,212.3393,-24.57497,3.402428,53.27704,-79.57377,37.56811,64.18356,-70.87843,60.3837,52.83447,-56.96106,78.7977,24.18607,-34.06192,0.058018,-0.763281,-0.6434563,34.16568,10.90652,8.695343,215.4311,95.82278,102.7358,98.39835,89.18665,-95.4232,221.3345,-61.07031,-19.13645,213.6276,-48.84919,43.85804,62.07411,-54.66639,20.66685,63.41545,-75.33635,7.053993,47.17943,-80.49759,-18.65164,16.48885,-78.66531,0.5087118,-0.7501303,-0.4225125,-23.19118,1.341339,-20.66996,219.9755,93.62231,100.6191,93.57093,82.51059
74.57709,233.543,34.08674,26.06754,211.3665,-23.03713,3.054718,54.54387,-79.28484,38.97734,63.50166,-71.11713,62.16731,52.80653,-55.96247,79.37135,24.8073,-33.17784,0.05524035,-0.786466,-0.6151583,35.92262,8.957794,8.167713,214.2102,96.28318,103.0016,98.91968,89.53202,-96.39967,221.1035,-59.86294,-17.63653,212.9997,-45.02551,43.11386,64.1196,-53.70914,18.91269,65.86111,-73.98071,4.620728,49.68839,-79.82517,-21.66818,19.53577,-78.00521,0.4880819,-0.7618434,-0.4258764,-24.20117,1.741516,-20.27156,218.4198,94.09995,100.8391,94.14003,83.28246
75.17303,233.717,34.16201,25.74345,211.4115,-22.6137,3.080338,54.69044,-79.33378,39.50679,63.23888,-71.1581,62.72716,52.78371,-55.60196,79.57347,24.67863,-33.01206,0.05071545,-0.793706,-0.6061838,36.42645,8.548431,8.175678,214.1703,96.40737,103.07,99.05753,89.61456,-96.6713,220.8974,-59.44308,-17.46633,212.1181,-43.84776,43.24855,64.40804,-53.41604,18.84022,66.23827,-73.71297,4.373566,50.06914,-79.78235,-22.16432,20.29802,-77.86227,0.4777273,-0.7695681,-0.4237235,-24.40834,1.830231,-20.29693,217.3058,94.19186,100.8765,94.29353,83.46137
76.32977,233.9002,34.33012,25.05384,211.6392,-21.60827,3.091087,54.93457,-79.42625,40.17133,61.93253,-72.06261,63.3634,52.15106,-55.78236,79.99301,24.46207,-32.6545,0.03920546,-0.8077232,-0.5882568,37.08025,6.997955,7.363644,214.2096,96.62241,103.162,99.22865,89.7975,-97.04694,220.6058,-59.0424,-17.16628,210.9058,-41.90472,43.71108,64.62993,-52.9986,18.74913,66.87239,-73.26065,4.150383,50.57811,-79.75897,-22.57215,21.3696,-77.69867,0.4613257,-0.7828566,-0.4175094,-24.96195,2.242462,-20.26205,215.7126,94.32146,100.9483,94.53499,83.68539
76.91464,233.9144,34.43012,24.78055,211.6848,-21.06858,3.00956,54.90321,-79.57185,40.37058,61.60033,-72.3109,63.55472,51.79912,-56.00338,80.114,24.45659,-32.54226,0.0340859,-0.8142263,-0.5795462,37.36102,6.697113,7.260956,214.1692,96.72176,103.2146,99.29114,89.8631,-97.16389,220.3824,-58.85047,-17.22843,210.0784,-41.17994,44.09062,64.51349,-52.89262,19.17188,66.73447,-73.31561,3.979721,50.88458,-79.73342,-22.51918,21.66893,-77.71578,0.4546047,-0.7896165,-0.4121169,-24.91874,2.220978,-20.42299,214.7686,94.3589,100.9764,94.67047,83.76395
78.16349,233.9687,34.61202,24.52064,211.7481,-19.94933,2.642616,54.49329,-80.07771,40.47074,60.94168,-72.95021,63.64002,51.27072,-56.5738,80.17684,24.61398,-32.50155,0.02604006,-0.8270355,-0.5615461,37.82813,6.448395,7.127506,214.0946,96.89655,103.3126,99.39484,89.94734,-97.06112,220.0738,-58.69503,-17.08564,208.9428,-40.0252,44.85376,63.89778,-53.0943,19.63239,66.4377,-73.51746,3.838684,50.81938,-80.04205,-22.44247,21.76434,-77.88315,0.4453012,-0.802212,-0.3976968,-25.22136,2.539917,-20.42315,213.4269,94.41287,101.0159,94.88981,83.92339
79.62065,233.5147,35.52481,24.51528,210.4685,-17.34075,1.905357,51.84154,-82.00322,40.01624,58.41167,-75.34899,63.28438,49.59575,-58.56039,80.02299,23.80772,-33.60573,0.01552499,-0.8510572,-0.5248435,38.11089,6.570129,6.654232,212.5998,97.03455,103.3958,99.46844,89.99907,-96.69042,219.4501,-58.34897,-17.20592,206.9368,-37.94355,46.71289,61.96414,-53.83832,22.07019,64.06921,-74.95541,5.667542,48.61514,-81.45288,-21.01095,20.32581,-78.75584,0.430393,-0.8261322,-0.3636861,-24.6427,2.105072,-21.1171,211.0891,94.44688,101.0459,95.02697,84.00644
80.76595,232.6564,36.70346,24.37648,208.3131,-14.09573,1.431709,47.29568,-84.80793,39.70011,54.03918,-78.78131,62.94096,46.22339,-61.63864,79.70325,22.13414,-35.32631,0.002399985,-0.8811311,-0.4728659,38.2684,6.7435,6.026619,210.2076,97.11497,103.4545,99.48612,89.94707,-95.91267,218.3795,-57.77896,-17.63225,203.2355,-34.51701,50.95617,56.97543,-55.51912,27.30371,58.53308,-77.72458,10.06482,43.60651,-83.92163,-17.7662,16.93413,-80.37369,0.4006019,-0.8657106,-0.3001054,-23.65246,1.557648,-22.20546,206.8985,94.47277,101.058,95.10872,84.03768
81.92214,231.2424,38.48788,23.95671,204.8958,-8.696774,0.6315308,38.60414,-89.16999,39.11081,45.05092,-84.55058,62.34103,38.64769,-67.1678,79.11074,17.49913,-38.8029,-0.02399255,-0.9250012,-0.3792059,38.47928,6.446777,4.619404,206.4748,97.16978,103.4797,99.45633,89.83537,-95.06564,217.1363,-56.6286,-19.64314,198.1255,-30.77042,57.14296,48.71065,-57.35397,34.85787,49.4637,-80.94122,16.87043,34.94255,-86.89445,-12.59248,10.8922,-82.35403,0.3587269,-0.9118759,-0.1994928,-22.28509,0.7530518,-23.58725,201.4606,94.48557,101.0604,95.16428,84.02022
83.00889,228.4161,41.44898,22.70898,199.2692,0.2437372,-1.24263,24.64613,-93.99299,37.27431,30.0338,-91.73109,60.48214,25.43901,-74.55759,77.41041,8.844421,-44.05844,-0.07215697,-0.9699523,-0.2323488,38.51694,5.387665,2.261902,200.5591,97.17848,103.4698,99.31801,89.50833,-93.79133,214.1732,-53.01172,-24.08465,191.9576,-21.12697,66.09684,34.71837,-57.92332,46.66577,32.4576,-83.49748,27.5835,18.50061,-89.23926,-3.445778,-1.255066,-83.75343,0.3004305,-0.9537023,-0.01390474,-19.43107,-2.260773,-25.57416,194.6128,94.4948,101.01,95.21957,83.83368
82.58485,225.9795,46.6654,22.52616,198.7869,3.788337,-2.878189,16.74545,-94.40393,31.32035,13.42145,-94.43323,54.36956,13.19112,-78.2301,69.71087,2.792007,-47.4331,-0.03416644,-0.9613696,-0.2731319,34.19854,-3.324005,-0.02928925,200.095,95.92078,100.3929,96.17694,84.36409,-92.85105,211.8202,-49.87474,-26.53084,188.9839,-13.92584,70.62617,26.67836,-56.82261,52.94811,22.03285,-83.05386,33.14476,8.797913,-88.85013,1.618347,-8.455002,-83.2002,0.2630106,-0.9604589,0.09134677,-17.67806,-4.645508,-26.23125,191.3445,94.49127,100.9301,95.23824,83.64436
82.05759,221.563,52.59473,20.7963,195.8215,11.38539,-4.466583,-0.7085266,-95.3143,25.99634,-4.975006,-97.44664,47.71104,-8.470901,-82.00921,63.47255,-10.22752,-52.05872,-0.07759485,-0.9737881,-0.2138125,30.46292,-4.266479,-2.132336,197.2515,95.42153,100.9773,95.2555,82.72531,-92.0396,206.2833,-40.07689,-32.85926,183.7966,2.06149,77.78734,12.45247,-52.02918,63.81836,1.761292,-77.79996,42.68896,-9.403305,-84.59315,10.94299,-21.70737,-79.47929,0.1997049,-0.936026,0.2897812,-13.96897,-10.69118,-25.77078,186.7221,94.40852,100.6415,95.2196,83.11388
81.40878,215.2047,60.62053,19.34421,188.8731,23.15749,-7.616203,-13.65553,-93.99721,19.5653,-21.68031,-96.32376,40.65884,-25.00301,-81.40024,58.88841,-20.35928,-54.19681,-0.1314752,-0.9854442,-0.1077682,27.1815,-8.02478,-2.326557,191.2682,95.2888,100.6534,94.36255,82.58111,-91.75551,200.525,-26.73128,-39.42771,181.2836,21.67105,83.36131,0.2184448,-43.86297,72.68516,-15.86775,-67.35469,51.2011,-25.60272,-75.99194,19.68211,-34.09691,-72.54459,0.1394188,-0.8694569,0.4739273,-10.67615,-16.0862,-23.49172,186.7831,94.19721,100.3572,95.14109,82.53909
80.25752,207.3224,70.13546,19.76287,179.8127,34.5706,-9.685074,-23.02773,-91.77133,14.64567,-34.30928,-92.66684,34.91698,-37.47549,-77.68561,55.89958,-27.63292,-53.64276,-0.1571525,-0.9872378,-0.02578113,24.33074,-11.28156,-0.8955059,184.1692,95.11075,99.89377,93.05193,82.25501,-89.74768,190.5244,-8.228167,-42.72145,171.4153,43.07732,86.48209,-5.551987,-36.28582,78.1646,-24.56895,-57.3466,56.80783,-33.11403,-68.28947,25.45258,-38.65298,-67.8406,0.08559512,-0.833066,0.5465111,-8.317489,-19.01697,-21.06077,181.835,93.95018,100.0098,94.80042,82.12328
78.85408,197.365,82.9574,21.23312,168.4124,47.52223,-10.42535,-28.73798,-89.74745,11.4297,-42.68269,-88.10413,32.15543,-43.65398,-74.15746,53.9348,-30.84892,-52.83711,-0.1397731,-0.9901248,0.01079149,21.85506,-13.94472,1.643314,176.2724,94.8112,98.56363,91.86387,81.56212,-87.71722,180.0964,13.33287,-43.79552,164.7237,67.66129,88.40575,-9.743927,-29.05382,81.90822,-31.37602,-46.94633,61.38966,-40.68063,-58.2066,30.34206,-42.51807,-62.87583,0.05303288,-0.7908627,0.6096915,-6.497529,-21.6321,-17.89251,183.3848,93.56626,99.48552,93.87019,81.74226
78.7644,186.5259,96.83717,23.88387,155.3228,61.33335,-10.92311,-32.30894,-87.97276,10.08825,-46.79431,-84.88198,30.02134,-46.75629,-71.11548,51.84334,-32.19806,-52.25727,-0.09574918,-0.9952605,0.01698903,21.01136,-14.48537,3.090778,168.6932,94.35247,97.44963,90.24878,80.34469,-86.12548,165.6685,37.55048,-42.7805,152.6968,91.74133,89.49845,-10.50409,-23.14394,84.03303,-34.75562,-36.7103,65.01664,-43.97666,-47.94221,35.28952,-40.95737,-59.95203,0.05364591,-0.7900786,0.6106537,-5.465426,-24.25153,-13.56636,183.2019,93.03736,98.06706,91.9759,80.72858
78.96118,180.4339,103.9234,25.43037,148.2388,68.11938,-10.92728,-33.57126,-87.19341,9.801201,-48.36821,-83.17934,29.42178,-47.65219,-69.84129,51.02756,-32.48206,-51.86012,-0.07279089,-0.9972718,0.01226199,20.72848,-14.79695,4.014076,165.1111,94.06979,96.71789,89.52194,79.67664,-85.92447,161.9847,49.1717,-44.73593,147.9356,104.2057,89.41901,-16.92624,-16.82224,83.61115,-40.14668,-30.06834,64.82986,-48.43965,-42.2093,37.13674,-42.78538,-56.0694,-0.003135302,-0.7942869,0.6075347,-5.807858,-23.22044,-13.2461,186.4003,92.54861,97.50224,91.27396,79.70887
80.46855,168.1991,119.3541,29.27337,133.8729,82.89014,-10.74751,-34.97261,-85.85878,9.454773,-49.69444,-80.59077,29.05309,-46.94691,-68.73952,50.2511,-30.88646,-51.90853,-0.009749957,-0.9998102,-0.01686767,20.20229,-14.72182,5.267998,160.1551,93.32911,95.15147,88.16584,78.57253,-87.66215,146.8476,74.39997,-45.5726,133.9256,128.404,87.16758,-23.08364,-6.522537,83.58836,-41.07936,-22.45705,67.12112,-45.17258,-40.77923,40.9627,-39.10529,-54.30247,0.01137361,-0.8300691,0.5575446,-3.579215,-17.99572,-15.93451,191.0511,90.40788,95.8063,90.60217,78.45969
82.89391,154.1884,134.4813,33.7644,117.522,98.39899,-11.60268,-37.64402,-83.37826,8.275177,-50.51161,-78.82164,28.65646,-45.62373,-68.75155,49.30969,-29.95346,-52.06615,0.05107646,-0.997841,-0.04128556,19.87785,-12.86759,4.556614,156.9516,92.21512,93.98273,87.34697,77.71447,-88.4119,140.9067,102.6932,-49.69777,133.4393,159.249,82.14047,-32.85769,9.060722,82.03124,-47.66824,-9.999016,67.82433,-51.30836,-31.44128,43.32032,-45.84814,-45.88078,-0.07842062,-0.7816928,0.6187137,-0.1092348,-14.81055,-19.05974,213.6262,88.93133,95.40108,90.67106,77.99839
87.52419,141.6356,147.0618,40.29014,102.8004,111.9556,-12.54818,-42.95181,-79.2578,7.068642,-53.31532,-76.35513,27.29504,-48.58028,-66.25197,47.5722,-34.11898,-49.49398,0.05485258,-0.9981726,-0.02534972,19.61682,-10.3635,2.902672,157.2427,91.01711,93.39484,86.57012,76.66077,-83.87585,132.6511,134.7108,-46.51953,124.7846,191.8775,77.32265,-39.41264,14.98157,79.0592,-52.45343,-5.429001,66.21698,-54.72077,-29.32636,42.13023,-49.22408,-42.85983,-0.135036,-0.7711374,0.6221836,1.73655,-13.04079,-20.41057,233.5642,88.07154,95.03259,90.76942,77.68481
95.18486,129.1092,157.5366,48.56645,88.5176,124.0863,-12.70906,-51.23559,-73.03712,6.810143,-59.93898,-70.98289,26.19099,-56.34554,-59.10681,47.05237,-40.7925,-44.20116,0.01366247,-0.9985151,0.05273505,19.5192,-8.703392,2.05423,159.9734,90.11674,93.15379,85.75782,76.36554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.18486,129.1092,157.5366,48.56645,88.5176,124.0863,-12.70906,-51.23559,-73.03712,6.810143,-59.93898,-70.98289,26.19099,-56.34554,-59.10681,47.05237,-40.7925,-44.20116,0.01366247,-0.9985151,0.05273505,19.5192,-8.703392,2.05423,159.9734,90.11674,93.15379,85.75782,76.36554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
